state,incidentType,date,year,month
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
OK,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
AR,Ice,2000-12-28,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
ND,Tornado,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
AR,Ice,2000-12-29,2000,12
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
OK,Ice,2001-01-05,2001,1
TX,Fire,2001-01-05,2001,1
TX,Fire,2001-01-05,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
TX,Ice,2001-01-08,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
MI,Snow,2001-01-10,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
LA,Ice,2001-01-12,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
IL,Snow,2001-01-17,2001,1
VT,Storm,2001-01-18,2001,1
VT,Storm,2001-01-18,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
IN,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
WI,Snow,2001-01-24,2001,1
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Winter,2001-02-05,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
FL,Fire,2001-02-19,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
MS,Storm,2001-02-23,2001,2
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
WA,Earthquake,2001-03-01,2001,3
AL,Storm,2001-03-05,2001,3
AL,Storm,2001-03-05,2001,3
AL,Storm,2001-03-05,2001,3
AL,Storm,2001-03-05,2001,3
AL,Storm,2001-03-05,2001,3
AL,Storm,2001-03-05,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
AR,Storm,2001-03-13,2001,3
FL,Fire,2001-03-18,2001,3
FL,Fire,2001-03-18,2001,3
FL,Fire,2001-03-18,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
ME,Snow,2001-03-20,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
NH,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Snow,2001-03-28,2001,3
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
MA,Storm,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
VT,Snow,2001-04-10,2001,4
FL,Fire,2001-04-17,2001,4
FL,Fire,2001-04-17,2001,4
FL,Fire,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
MS,Storm,2001-04-17,2001,4
FL,Fire,2001-04-18,2001,4
FL,Fire,2001-04-18,2001,4
FL,Fire,2001-04-18,2001,4
FL,Fire,2001-04-18,2001,4
FL,Fire,2001-04-18,2001,4
FL,Fire,2001-04-25,2001,4
FL,Fire,2001-04-25,2001,4
KS,Storm,2001-04-27,2001,4
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IA,Storm,2001-05-02,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
IL,Flood,2001-05-09,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
WI,Flood,2001-05-11,2001,5
FL,Fire,2001-05-15,2001,5
FL,Fire,2001-05-15,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
MN,Flood,2001-05-16,2001,5
