state,incidentType,date,year,month
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
MS,Storm,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
AL,Tornado,1973-03-27,1973,3
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
GA,Tornado,1973-04-04,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MI,Flood,1973-04-12,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
MO,Storm,1973-04-19,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
IL,Flood,1973-04-26,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
LA,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
AR,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
WI,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
OH,Flood,1973-04-27,1973,4
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
KS,Flood,1973-05-02,1973,5
CO,Dam/Levee Break,1973-05-08,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
NM,Flood,1973-05-11,1973,5
KY,Flood,1973-05-11,1973,5
KY,Flood,1973-05-11,1973,5
KY,Flood,1973-05-11,1973,5
KY,Flood,1973-05-11,1973,5
KY,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
TN,Flood,1973-05-11,1973,5
HI,Earthquake,1973-05-16,1973,5
ME,Flood,1973-05-23,1973,5
ME,Flood,1973-05-23,1973,5
ME,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
CO,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
IA,Flood,1973-05-23,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
FL,Flood,1973-05-26,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AL,Flood,1973-05-29,1973,5
AR,Flood,1973-05-29,1973,5
AR,Flood,1973-05-29,1973,5
AR,Flood,1973-05-29,1973,5
AR,Flood,1973-05-29,1973,5
AR,Flood,1973-05-29,1973,5
OH,Mud/Landslide,1973-06-04,1973,6
OH,Mud/Landslide,1973-06-04,1973,6
GA,Tornado,1973-06-11,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
OK,Storm,1973-06-13,1973,6
TX,Flood,1973-06-25,1973,6
TX,Flood,1973-06-25,1973,6
TX,Flood,1973-06-25,1973,6
TX,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
NC,Flood,1973-06-25,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
TN,Flood,1973-06-28,1973,6
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
CO,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
VT,Flood,1973-07-06,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
TX,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
NH,Flood,1973-07-11,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
PA,Flood,1973-07-17,1973,7
NY,Flood,1973-07-20,1973,7
NY,Flood,1973-07-20,1973,7
NY,Flood,1973-07-20,1973,7
NY,Flood,1973-07-20,1973,7
NY,Flood,1973-07-20,1973,7
NY,Flood,1973-07-20,1973,7
NJ,Flood,1973-08-07,1973,8
NJ,Flood,1973-08-07,1973,8
NJ,Flood,1973-08-07,1973,8
NJ,Flood,1973-08-07,1973,8
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
KS,Storm,1973-09-28,1973,9
OK,Flood,1973-10-13,1973,10
OK,Flood,1973-10-13,1973,10
OK,Flood,1973-10-13,1973,10
OK,Flood,1973-10-13,1973,10
OK,Flood,1973-10-13,1973,10
MA,Fire,1973-10-16,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
NE,Flood,1973-10-20,1973,10
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
MO,Flood,1973-11-01,1973,11
